,제목,분류
297,"
모든 상품이 오늘출발 상품에 해당 되지는 않습니다 
모든 주문이 실시간 재고와 연동이 되기 때문에 색상 사이즈등 옵션에 따라 오늘출발이 안되는 상품이 있습니다.
이점 확인 하시고 주문 제품이 오늘출발 상품이 맞는지를 확인 부탁드립니다. ★오늘출발은 오늘출발 단품이나  오늘출발에 해당하는 상품끼리 주문하실 경우에만 해당됩니다.
일반상품과 함께 주문하실경우  오늘출발 되지 않을 수 있습니다. ",배송
298,"
							금일 주문 결제건은 익일정도 출고예정일 안내 드릴수 있답니다.
번거로우시더라도 익일 오후 3시정도 문의 한번더 남겨주시면
확인후 재안내 드릴수 있도록 하겠습니다.
고맙습니다~^^
다른 문의사항 있으실 경우 당사 홈페이지  
문의게시판(1:1문의)  톡톡에 문의 남겨주시면
빠르고 친절하게 답변드리도록 하겠습니다.						",배송
299,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.

",배송
300,"
							변경 / 취소를 희망하시는 상품의 정확한 상품명과 옵션을 당사 홈페이지  
문의게시판(1:1문의)이나 톡톡 에 남겨 주세요.
배송은 실시간으로 이루워지고 있어 오후 12시 이전을 문의 주신건에 한하여 변경 / 취소 가능 합니다.
주문상태는 배송전으로 되어 있으나  이미 포장되어 택배사로 넘어간 경우 변경 / 취소가 불가하고
출고된 후엔는 일반 교환 반품으로 접수하여 처리되니 유의해 주세요(교환 반품시 배송비 고객님 부담)
※ 배송전 상품을 변경하셨다면 배송 일정에도 변동 될 수 있으니 참고 부탁드려요.						",배송
301,"
							출고된 상품은 아뜨랑스 IL센터에서 CJ대한통운으로 운송되어 운송장정보를 전송하는 시간이 필요 합니다.
운송장 번호를 이용한 배송조회는 저녁 8~9시 이후 가능하고  출고후 보통 1~2일 이내에 발송이 완료 됩니다.
간혹 시스템 오류로 배송추적이 되지 않을 경우 당사 홈페이지  문의게시판(1:1문의)이나
톡톡 에 남겨 주세요.						",배송
302,"
							배송이 완료된 상품은 아뜨랑스 IL센터에서 정상적으로 출고되어 CJ대한통운에 이동 경유중인 상품으로
출고당시 운송장 번호를 파악하여 마이페이지의 배송추적을 하시거나 CJ대한통운
https://www.doortodoor.co.kr/main/index.jsp 에 운송장 정보를 조회하면 해당지점의 연락처가 확인 가능합니다.
만일 대한 통운과 연락 어렵거나 처리가 지연될 경우 당사 홈페이지  문의게시판(1:1문의)이나
톡톡 에 남겨 주세요.						",배송
303,"
							시스템상 자동으로 묶음 발송처리는 어렵습니다.
아예 다시 주문해주시거나 
별도로 배송 받으셔야됩니다.
",배송
304,"
							* CJ대한통운 택배로 보내실경우 :서울특별시 강남구 논현동 208-2 아뜨랑스[학동로208]
* CJ대한통운이 아닌 타택배 선결제로 보내실경우 : 서울특별시 구로구 구로동 237-14 지하1층 아뜨랑스 담당						",배송
305,"
							해외에서 구매하신 경우에는 교환 및 반품이 어려우시니 참고해 주세요.
단  국내배송 교환 및 반품 내용을 지켜주시고 해외 배송비를 고객님이 부담해주실 경우 처리해 드리고 있습니다.
(EX.물품수령후 반품시에는 게시판 혹은 콜센터로 교환및 반품 의사를 알려주시고 7일 이내에 아뜨랑스에 도착..등등/ 교환및 반품 내용을 참고해 주세요)						",배송
306,"
아뜨랑스 새벽도착은[오늘출발]상품 구매시 선택하실 수 있는 배송 방법입니다.평일 밤 9시까지 주문하시고 결제 하실때 배송 방법중 [새벽도착]을 선택하시면 주문 상품이 오전 10시전까지 배송되는 배송 서비스 입니다.서울 경기  인천지역만 배송 가능 합니다.일반 배송비에 + 1 000원이 추가로 결제 됩니다. ",배송
307,"
아뜨랑스 오늘도착은[오늘출발]상품 구매시 선택하실 수 있는 배송 방법입니다.평일 낮 3시  토요일 오전 10시까지 주문하시고 결제 하실때 배송 방법중 [오늘 도착]을 선택하시면 주문 상품이 오후 10시전까지 배송되는 배송 서비스 입니다.배송가능 지역은 2021년6월28일 부터 확대되어 서울 및 경기 일부지역에 배송됩니다.[오늘도착]이 확대 서비스 되는 경기도 지역은 [성남  하남  과천  광명  안양  고양 일산서구  고양 일산동구  부천  인천 계양구  인천 부평구  인천 미추홀구] 입니다.일반 배송비에 + 1 000원이 추가로 결제 됩니다. ",배송
308,I가입/인증I 회원 가입은 어떻게 하나요?,회원
309,I로그인/정보I 회원 정보 수정은 어디서 하나요,회원
310,I탈퇴/기타I 비회원으로 구매를 하려고 하는데 주의해야 할 점이 있나요,회원
311,I탈퇴/기타I 회원 탈퇴는 어떻게 하나요?,회원
312,I탈퇴/기타I 회원 탈퇴를 취소하고 싶습니다.,회원
313,I혜택I 생일 쿠폰은 언제 발급되나요?,회원
314,I가입/인증I 휴대폰 번호 인증 시 이미 존재하는 휴대폰이라고 뜰 때는 어떻게 해야 하나요?,회원
315,I로그인/정보I 아이디 및 비밀번호를 변경할 수 있나요,회원
316,휴면 회원은 무엇인가요?,회원
317,I탈퇴/기타I 휴면 회원 전환 예정 메일을 받았어요.,회원
318,I로그인/정보I 아이디와 비밀번호가 기억나지 않아요.,회원
319,I가입/인증I 본인인증은 어떻게 하나요?,회원
320,I가입/인증I 문자가 오지 않아요.,회원
321,I가입/인증I 잘못했는데 초기화 가능한가요,회원
322,I가입/인증I 안되는 경우 상품은 구매 할 수 있나요?,회원
323,I로그인/정보I 소셜 로그인은 어떻게 이용하나요?,회원
324,I로그인/정보I 애플(Apple) 로그인 및 애플(Apple) 계정 연동이 안 됩니다.,회원
325,I로그인/정보I 소셜 로그인(카카오  Apple) 연동을 해제하고 싶어요. 어떻게 하면 되나요?,회원
326,"회원 정보 수정은 아래 경로로 직접 변경 가능합니다. 

■ 회원 정보 수정 
모바일(앱/웹) : 마이페이지 > 내 정보 관리 > 오른쪽 위 톱니바퀴
PC(웹) : 마이페이지 > 회원정보 변경
※ 원활한 주문 및 배송을 위해 회원 정보를 정확하게 기재해 주세요.

■ 이름 개명 시 수정
모바일(앱/웹) : 마이페이지 > 내 정보 관리 > 오른쪽 위 톱니바퀴 > 회원 정보 > 이름/휴대전화/생년월일
PC(웹) : 마이페이지 > 회원정보 변경 > 이름수정

※ 개명한 이름이 NICE 평가 정보에 등록되어 있어야 합니다.
※ 본인인증을 통해 NICE 평가 정보 적용된 이름(실명)을 기준으로 변경됩니다.
NICE 평가정보 실명 등록하러 가기
마이페이지 바로 가기
 ",회원
327,"비회원 주문 시 주문 내역(배송 및 교환  환불 등) 조회를 위해 주문번호를 알고 있어야 합니다. 

※ 주문 완료 시 주문번호는 알림톡을 통해 발송됩니다. 
※ 무신사 회원으로 주문하면 할인 및 적립금과 사은품 등의 다양한 혜택을 받을 수 있습니다.",회원
328,"탈퇴는 마이페이지 > 내 정보 관리에서 직접 신청해 주셔야 합니다. 

■ 탈퇴 경로
모바일(앱/웹) : 마이페이지 > 내 정보 관리 > 오른쪽 위 톱니바퀴 > 회원 정보 > 회원 탈퇴 
PC(웹) : 마이페이지 > 회원정보 변경 > 회원 탈퇴 

※ 회원 탈퇴 시 무신사 페이도 탈퇴 되고 솔드아웃 앱에서는 무신사 아이디로 로그인이 가능하지 않습니다.
※ 탈퇴 신청일로부터 5일 내 다시 로그인 하면 탈퇴 신청이 취소됩니다.",회원
329,"탈퇴 신청일로부터 5일 이내 재로그인 시 탈퇴 신청이 취소됩니다. 

※ 탈퇴 5일 후에는 개인 정보가 삭제되어 탈퇴 취소가 가능하지 않습니다.
※ 정보가 삭제 되면 회원 가입을 다시 해주셔야 합니다. ",회원
330,"생일 쿠폰은 등록된 회원 정보의 생년월일을 기준으로 3일 전에 지급됩니다.
*지급 일자에 휴면 계정인 경우 생일 쿠폰은 지급되지 않습니다.

회원 정보 확인하기",회원
331,"인증하려는 휴대전화 번호가 다른 아이디 또는 사용자에 의해 인증이 완료되어 있는 경우 이미 존재하는 휴대전화로 확인됩니다.
해당 문구가 확인되는 경우 중복으로 추가 인증이 가능하지 않습니다. 

번거로우시겠지만 실사용자 확인을 위해 고객센터 문의해 주세요. ",회원
332,"아이디는 변경이 가능하지 않지만 비밀번호는 변경 가능합니다. 

■ 비밀번호 변경 경로 
모바일(앱/웹) : 마이페이지 > 내 정보 관리 > 오른쪽 위 톱니바퀴 
PC(웹) : 마이페이지 > 회원정보 변경

※ 탈퇴 후 재가입을 하더라도 동일한 아이디는 사용할 수 없습니다.
※ 탈퇴 시 아이디를 제외한 모든 개인 정보는 삭제 됩니다.",회원
333,고객님의 소중한 개인 정보 보호를 위해 1년간 무신사 로그인 이력이 없는 경우  휴면상태로 전환하여 별도의 장치에 안전하게 분리보관됩니다.,회원
334,"1년간 무신사 스토어 로그인이 없는 경우 휴면 회원 전환 안내 메일이 발송 됩니다. 

휴면 전환 30일 전  로그인이 11개월간 없는 경우 전환 예정 메일이 발송 됩니다.
휴면 회원 전환을 원하지 않는 경우  전환 확정 이전에 로그인해 주시면 휴면 전환이 취소됩니다.",회원
335,"로그인 화면에서  아이디 찾기/비밀번호 찾기를 통해 확인 가능합니다.
아래 3가지 방법 중 하나로 진행해 주세요.

■ 휴대전화
회원 정보에 등록된 본인의 휴대전화 번호를 인증하는 방법입니다.
※ 단  휴대전화 번호를 변경했다면 다른 방법을 이용해 주세요.

■ 이메일
회원 정보에 등록된 본인의 이메일 주소를 인증하는 방법입니다.
※ 단  이메일이 유효하지 않으면 다른 방법을 이용해 주세요.

■ 본인인증
이용 중인 통신사와 휴대전화 번호를 인증하는 방법입니다.
※ 기존에 본인인증을 완료한 회원은 본인인증으로 찾기만 가능 합니다.

※ 비밀번호 재설정을 완료한 휴면 회원은 휴면 해제 및 탈퇴 신청한 회원은 신청이 취소됩니다.
 ",회원
336,I취소/반품(환불)I 상품을 받았는데 환불하고 싶어요.,상품관련
337,I취소/반품(환불)I 교환(환불)이 어려운 경우가 있나요?,상품관련
338,I취소/반품(환불)I 상품은 보냈는데 언제 환불 되나요?,상품관련
339,I취소/반품(환불)I 주문을 취소(옵션변경)를 하고 싶어요.,상품관련
340,I취소/반품(환불)I 실제 카드 취소나 금액은 언제 입금되나요?,상품관련
341,I취소/반품(환불)I 비용은 무료인가요?,상품관련
342,I취소/반품(환불)I 무탠 픽업 주문 후 환불 될 예정이라는 안내를 받았어요.,상품관련
343,I취소/반품(환불)I 부티크 보안실 제거 했는데 교환/환불 가능한가요?,상품관련
344,I취소/반품(환불)I 반품접수는 어떻게 하나요?,상품관련
345,I취소/반품(환불)I 반송장 입력  수정은 어떻게 하나요?,상품관련
346,I취소/반품(환불)I 무탠픽업 주문건을 취소(환불/교환) 하고 싶어요.,상품관련
347,"환불은 배송 완료 후  7일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다. 

■ 환불 접수 경로
모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 환불 요청
PC(웹): 마이페이지 > 주문 내역 조회 > 환불 요청

1. 반품할 상품의 환불을 선택해 주세요.

2. 반품 방법을 선택해 주세요.
- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다. 
- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다. 
※ 반송장 번호가 아직 없다면 반송장 정보는 다음에 등록하기를 선택해 주세요. 

3. 환불 배송비를 선결제해야 합니다.
신용카드 또는 가상계좌 결제만 가능합니다.

4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.
※ 받은 사은품이 있다면 같이 포장해서 반품해 주세요.",상품관련
348,"아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다. 

※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.
※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다. 
※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.
※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다. 
※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다. 

상품 포장 잘못된 예시",상품관련
349,,상품관련
350, ,상품관련
351,"환불 진행 과정은 아래 내용 참고해 주세요. 

■ 환불 진행 과정 
상품 회수 > 반품 도착 > 검수 진행 >  환불 진행

※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다. 
※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다. 
※ 환불 완료되었어도 결제한 수단으로 환불까지 기간이 소요됩니다. 
※ 해외 배송 환불의 경우 평일 기준 7일 이상 소요됩니다. ",상품관련
352,"주문 후 입금 확인 단계라면 마이페이지 > 주문/배송/픽업 조회에서 주문을 취소할 수 있습니다. 
신청 즉시 주문 취소되고 사용한 적립금과 쿠폰은 유효기간이 남아 있는 경우 반환되어 재사용 가능합니다.

입금하지 않은 주문의 옵션 변경을 원하는 경우 주문 취소 후 재주문해 주세요.

※ 입금예정 상태로 재고를 보류해두는 것을 반복할 경우  안내 없이 무신사 스토어 이용이 영구 제한될 수 있습니다.
※ 가상 계좌 결제는 2일 이내 입금하지 않을 경우 주문은 자동으로 취소됩니다.
※ 출고 처리 중 부터는 주소(옵션) 변경 및 취소가 가능하지 않아 상품 받아본 후 교환 또는 환불로 신청해 주셔야 합니다.

주문/배송/픽업 조회 바로 가기",상품관련
353,"결제했던 수단으로 환불되고 각 결제 수단마다 기간이 다릅니다. 
아래 결제수단별 환불 기간을 확인해 주세요.

■ 카드
환불 완료 후 평일 기준 1일 ~ 3일 이내 취소됩니다.
해외 비자 카드의 경우 부분 취소가 가능하지 않습니다.
 
■ 가상 계좌
환불 완료 후 평일 기준 1일 ~ 3일 이내 입금됩니다.
정상 계좌 확인을 위해 인증 후 환불 신청이 가능합니다.
 
■ 휴대전화 소액결제
휴대전화 결제 수수료를 포함해 휴대전화 결제 내역이 취소됩니다.
결제월과 환불월이 다르거나 부분 취소 시 계좌로 환불됩니다.
 
■ 무신사페이  토스  페이코  카카오 페이  네이버 페이  차이 페이 등
환불 완료 후 평일 기준 1일 ~ 2일 이내 연계된 카드는 취소  계좌는 입금으로 처리 됩니다.",상품관련
354,I교환/반품I 상품을 받았는데 교환하고 싶어요.,상품관련
355,I취소/반품(환불)I 교환(환불)이 어려운 경우가 있나요?,상품관련
356,I교환/반품I 상품은 보냈는데 언제 상품 배송 되나요?,상품관련
357,I교환/반품I 같은 브랜드 다른 상품으로 교환 가능 한가요?,상품관련
358,I취소/반품(환불)I 부티크 보안실 제거 했는데 교환/환불 가능한가요?,상품관련
359,I취소/반품(환불)I 반품접수는 어떻게 하나요?,상품관련
360,I취소/반품(환불)I 반송장 입력  수정은 어떻게 하나요?,상품관련
361,I취소/반품(환불)I 비용은 무료인가요?,상품관련
362,I취소/반품(환불)I 무탠픽업 주문건을 취소(환불/교환) 하고 싶어요.,상품관련
363,"[""교환은 배송 완료 후 \xa07일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다.\xa0\n\n■ 교환 접수 경로\xa0\n모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 교환 요청\nPC(웹): 마이페이지 > 주문 내역 조회 > 교환 요청\n\n1. 반품할 상품의 교환을 선택 해주세요.\n\n2. 반품 방법을 선택해 주세요.\n- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다.\xa0\n- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다.\xa0\n※ 반송장 번호가 아직 없다면 반송장 정보는 '다음에 등록하기'를 선택해 주세요.\xa0\n\n3. 환불 배송비를 선결제해야 합니다.\n신용카드 또는 가상 계좌 결제만 가능합니다.\n\n4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.\n\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ [교환처리가 어려운 경우 FAQ]를 꼭 확인해 주세요."", '아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다.\xa0\n\n※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.\n※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다.\xa0\n※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.\n※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다.\xa0\n※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n\n상품 포장 잘못된 예시', '', '\xa0', '교환 진행 과정은 아래 내용 참고해 주세요.\xa0\n\n■ 교환 진행 과정\xa0\n상품 회수 > 반품 도착 > 검수 진행 > \xa0교환 상품 출고\n\n※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다.\xa0\n※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 교환 상품 출고 까지는 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 해외 배송 교환의 경우 평일 기준 2주 이상 소요됩니다.\xa0', '같은 브랜드 상품이라도 품번 및 상품이 다르면 교환이 가능하지 않습니다.\n\n※ 동일한 상품명의 옵션으로만 교환 신청이 가능합니다.\xa0\n※ 품절된 옵션이거나 추가 금액이 포함된 옵션은 교환이 가능하지 않습니다.\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ 다른 상품으로 교환 희망 시 환불 후 재주문해 주세요\n※ 불량 및 오배송인 경우 교환 요청 후 1:1문의를 통해 제품을 촬영한 사진을 접수해 주세요.']",상품관련
364,"[""교환은 배송 완료 후 \xa07일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다.\xa0\n\n■ 교환 접수 경로\xa0\n모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 교환 요청\nPC(웹): 마이페이지 > 주문 내역 조회 > 교환 요청\n\n1. 반품할 상품의 교환을 선택 해주세요.\n\n2. 반품 방법을 선택해 주세요.\n- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다.\xa0\n- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다.\xa0\n※ 반송장 번호가 아직 없다면 반송장 정보는 '다음에 등록하기'를 선택해 주세요.\xa0\n\n3. 환불 배송비를 선결제해야 합니다.\n신용카드 또는 가상 계좌 결제만 가능합니다.\n\n4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.\n\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ [교환처리가 어려운 경우 FAQ]를 꼭 확인해 주세요."", '아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다.\xa0\n\n※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.\n※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다.\xa0\n※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.\n※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다.\xa0\n※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n\n상품 포장 잘못된 예시', '', '\xa0', '교환 진행 과정은 아래 내용 참고해 주세요.\xa0\n\n■ 교환 진행 과정\xa0\n상품 회수 > 반품 도착 > 검수 진행 > \xa0교환 상품 출고\n\n※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다.\xa0\n※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 교환 상품 출고 까지는 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 해외 배송 교환의 경우 평일 기준 2주 이상 소요됩니다.\xa0', '같은 브랜드 상품이라도 품번 및 상품이 다르면 교환이 가능하지 않습니다.\n\n※ 동일한 상품명의 옵션으로만 교환 신청이 가능합니다.\xa0\n※ 품절된 옵션이거나 추가 금액이 포함된 옵션은 교환이 가능하지 않습니다.\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ 다른 상품으로 교환 희망 시 환불 후 재주문해 주세요\n※ 불량 및 오배송인 경우 교환 요청 후 1:1문의를 통해 제품을 촬영한 사진을 접수해 주세요.']",상품관련
365,"[""교환은 배송 완료 후 \xa07일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다.\xa0\n\n■ 교환 접수 경로\xa0\n모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 교환 요청\nPC(웹): 마이페이지 > 주문 내역 조회 > 교환 요청\n\n1. 반품할 상품의 교환을 선택 해주세요.\n\n2. 반품 방법을 선택해 주세요.\n- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다.\xa0\n- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다.\xa0\n※ 반송장 번호가 아직 없다면 반송장 정보는 '다음에 등록하기'를 선택해 주세요.\xa0\n\n3. 환불 배송비를 선결제해야 합니다.\n신용카드 또는 가상 계좌 결제만 가능합니다.\n\n4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.\n\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ [교환처리가 어려운 경우 FAQ]를 꼭 확인해 주세요."", '아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다.\xa0\n\n※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.\n※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다.\xa0\n※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.\n※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다.\xa0\n※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n\n상품 포장 잘못된 예시', '', '\xa0', '교환 진행 과정은 아래 내용 참고해 주세요.\xa0\n\n■ 교환 진행 과정\xa0\n상품 회수 > 반품 도착 > 검수 진행 > \xa0교환 상품 출고\n\n※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다.\xa0\n※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 교환 상품 출고 까지는 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 해외 배송 교환의 경우 평일 기준 2주 이상 소요됩니다.\xa0', '같은 브랜드 상품이라도 품번 및 상품이 다르면 교환이 가능하지 않습니다.\n\n※ 동일한 상품명의 옵션으로만 교환 신청이 가능합니다.\xa0\n※ 품절된 옵션이거나 추가 금액이 포함된 옵션은 교환이 가능하지 않습니다.\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ 다른 상품으로 교환 희망 시 환불 후 재주문해 주세요\n※ 불량 및 오배송인 경우 교환 요청 후 1:1문의를 통해 제품을 촬영한 사진을 접수해 주세요.']",상품관련
366,"[""교환은 배송 완료 후 \xa07일 이내일 경우에만 주문/배송/픽업 조회에서 접수 가능합니다.\xa0\n\n■ 교환 접수 경로\xa0\n모바일(앱/웹): 마이페이지 > 주문/배송/픽업 조회 > 교환 요청\nPC(웹): 마이페이지 > 주문 내역 조회 > 교환 요청\n\n1. 반품할 상품의 교환을 선택 해주세요.\n\n2. 반품 방법을 선택해 주세요.\n- 회수해 주세요 : 무신사 자동회수 서비스로 택배기사가 요청한 회수지로 평일 기준 1일 ~ 3일 이내 방문합니다.\xa0\n- 직접 발송했어요 : 상품을 받은 택배사와 같은 택배사로 반품 예약해야 합니다.\xa0\n※ 반송장 번호가 아직 없다면 반송장 정보는 '다음에 등록하기'를 선택해 주세요.\xa0\n\n3. 환불 배송비를 선결제해야 합니다.\n신용카드 또는 가상 계좌 결제만 가능합니다.\n\n4. 상품은 받아본 그대로 포장해서 반품해 주셔야 합니다.\n\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ [교환처리가 어려운 경우 FAQ]를 꼭 확인해 주세요."", '아래 사유에 해당 되는 경우 교환(환불)이 가능하지 않습니다.\xa0\n\n※ 신발의 경우 브랜드 박스 훼손 시 반품이 가능하지 않으니 받았던 상태 그대로 이중으로 포장해 주세요.\n※ 제품에 사용 흔적  오염  세탁  케이스(포장) 손상  라벨 제거  사은품 사용 등의 경우 반품이 가능하지 않습니다.\xa0\n※ 속옷  양말 등의 제품과 같이 개봉 후 제품의 가치가 현저히 감소하는 경우 반품이 가능하지 않습니다.\n※ 주문 제작 상품의 경우 회원님을 위한 제작 후 배송으로 반품이 가능하지 않습니다.\xa0\n※ 회원님의 사유로 교환 진행중인 상품이 품절된 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n\n상품 포장 잘못된 예시', '', '\xa0', '교환 진행 과정은 아래 내용 참고해 주세요.\xa0\n\n■ 교환 진행 과정\xa0\n상품 회수 > 반품 도착 > 검수 진행 > \xa0교환 상품 출고\n\n※ 상품 회수 후 반품 도착까지 평일 기준 1일 ~ 2일 소요됩니다.\xa0\n※ 검수 기간은 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 교환 상품 출고 까지는 평일 기준 1일 ~ 3일 소요됩니다.\xa0\n※ 해외 배송 교환의 경우 평일 기준 2주 이상 소요됩니다.\xa0', '같은 브랜드 상품이라도 품번 및 상품이 다르면 교환이 가능하지 않습니다.\n\n※ 동일한 상품명의 옵션으로만 교환 신청이 가능합니다.\xa0\n※ 품절된 옵션이거나 추가 금액이 포함된 옵션은 교환이 가능하지 않습니다.\n※ 회원님의 사유로 교환 진행중인 상품이 품절될 경우  반품비가 발생될 수 있고 이를 제외한 결제 금액이 환불 처리됩니다.\xa0\n※ 다른 상품으로 교환 희망 시 환불 후 재주문해 주세요\n※ 불량 및 오배송인 경우 교환 요청 후 1:1문의를 통해 제품을 촬영한 사진을 접수해 주세요.']",상품관련
